timestamp,GHI,DNI,DHI,SA,SZ,CO,Temp
2020-10-04 15:00:00+00:00,100,0,100,123,73,59.3,13.6
2020-10-04 16:00:00+00:00,93,199,63,110,81,14.2,12.5
2020-10-04 17:00:00+00:00,12,32,9,98,89,38.1,10.9
2020-10-04 18:00:00+00:00,0,0,0,86,98,14.8,9.6
2020-10-04 19:00:00+00:00,0,0,0,74,107,10.4,9.1
2020-10-04 20:00:00+00:00,0,0,0,60,116,11.1,8.7
2020-10-04 21:00:00+00:00,0,0,0,45,123,0.6,8.5
2020-10-04 22:00:00+00:00,0,0,0,28,128,20.3,8.4
2020-10-04 23:00:00+00:00,0,0,0,9,131,27.1,9.0
2020-10-05 00:00:00+00:00,0,0,0,-11,131,40.0,9.6
2020-10-05 01:00:00+00:00,0,0,0,-30,128,48.2,9.6
2020-10-05 02:00:00+00:00,0,0,0,-47,122,37.3,9.2
2020-10-05 03:00:00+00:00,0,0,0,-62,115,53.7,8.8
2020-10-05 04:00:00+00:00,0,0,0,-75,106,55.3,8.8
2020-10-05 05:00:00+00:00,0,0,0,-87,98,43.4,8.8
2020-10-05 06:00:00+00:00,6,0,6,-99,89,58.9,9.0
2020-10-05 07:00:00+00:00,36,0,36,-112,80,75.7,9.6
2020-10-05 08:00:00+00:00,75,0,75,-125,72,70.1,10.4
2020-10-05 09:00:00+00:00,137,0,137,-139,65,63.9,11.5
2020-10-05 10:00:00+00:00,157,0,157,-155,61,66.3,12.1
2020-10-05 11:00:00+00:00,131,0,131,-172,58,74.2,12.8
2020-10-05 12:00:00+00:00,116,0,116,170,58,76.7,14.0
2020-10-05 13:00:00+00:00,118,0,118,153,61,73.6,13.4
2020-10-05 14:00:00+00:00,120,0,120,137,66,66.6,12.2
2020-10-05 15:00:00+00:00,82,0,82,123,73,64.8,11.6
2020-10-05 16:00:00+00:00,56,16,54,110,81,45.1,11.2
2020-10-05 17:00:00+00:00,6,0,6,98,90,52.8,11.2
2020-10-05 18:00:00+00:00,0,0,0,86,99,56.8,11.2
2020-10-05 19:00:00+00:00,0,0,0,74,108,60.8,11.1
2020-10-05 20:00:00+00:00,0,0,0,60,116,62.7,10.5
2020-10-05 21:00:00+00:00,0,0,0,45,123,48.9,9.7
2020-10-05 22:00:00+00:00,0,0,0,28,128,1.1,8.9
2020-10-05 23:00:00+00:00,0,0,0,9,131,0.7,8.3
2020-10-06 00:00:00+00:00,0,0,0,-11,131,38.5,8.4
2020-10-06 01:00:00+00:00,0,0,0,-30,128,54.2,8.3
2020-10-06 02:00:00+00:00,0,0,0,-47,122,61.3,7.8
2020-10-06 03:00:00+00:00,0,0,0,-62,115,47.3,8.0
2020-10-06 04:00:00+00:00,0,0,0,-75,107,40.2,8.7
2020-10-06 05:00:00+00:00,0,0,0,-88,98,33.8,9.0
2020-10-06 06:00:00+00:00,13,6,13,-100,89,21.5,9.4
2020-10-06 07:00:00+00:00,82,68,72,-112,80,31.2,9.8
2020-10-06 08:00:00+00:00,132,57,111,-125,72,51.2,10.5
2020-10-06 09:00:00+00:00,271,331,143,-139,66,26.3,11.1
2020-10-06 10:00:00+00:00,90,0,90,-155,61,80.4,11.3
2020-10-06 11:00:00+00:00,136,0,136,-172,58,72.8,12.0
2020-10-06 12:00:00+00:00,209,0,209,170,59,57.8,12.0
2020-10-06 13:00:00+00:00,95,0,95,153,61,78.7,12.2
2020-10-06 14:00:00+00:00,111,0,111,138,67,68.6,12.6
2020-10-06 15:00:00+00:00,122,83,96,123,73,49.4,12.2
2020-10-06 16:00:00+00:00,74,86,61,110,81,26.7,11.4
2020-10-06 17:00:00+00:00,7,0,7,98,90,34.6,10.2
2020-10-06 18:00:00+00:00,0,0,0,86,99,21.1,9.3
2020-10-06 19:00:00+00:00,0,0,0,74,108,36.7,8.9
2020-10-06 20:00:00+00:00,0,0,0,60,116,40.2,9.3
2020-10-06 21:00:00+00:00,0,0,0,45,123,43.0,10.0
2020-10-06 22:00:00+00:00,0,0,0,28,129,46.9,10.2
2020-10-06 23:00:00+00:00,0,0,0,9,132,46.2,10.2
2020-10-07 00:00:00+00:00,0,0,0,-11,132,42.6,9.9
2020-10-07 01:00:00+00:00,0,0,0,-30,128,54.8,9.4
2020-10-07 02:00:00+00:00,0,0,0,-47,123,53.5,9.0
2020-10-07 03:00:00+00:00,0,0,0,-62,115,31.9,8.7
2020-10-07 04:00:00+00:00,0,0,0,-76,107,59.4,8.2
2020-10-07 05:00:00+00:00,0,0,0,-88,98,80.4,8.2
2020-10-07 06:00:00+00:00,11,31,8,-100,89,50.0,8.6
2020-10-07 07:00:00+00:00,68,53,63,-112,81,42.8,9.2
2020-10-07 08:00:00+00:00,183,201,118,-125,73,30.8,9.7
2020-10-07 09:00:00+00:00,341,549,113,-140,66,10.9,10.4
2020-10-07 10:00:00+00:00,344,220,241,-155,61,25.3,11.0
2020-10-07 11:00:00+00:00,283,18,273,-172,59,44.0,11.6
2020-10-07 12:00:00+00:00,441,505,182,170,59,11.7,12.2
2020-10-07 13:00:00+00:00,407,537,150,153,62,9.9,12.7
2020-10-07 14:00:00+00:00,235,95,198,138,67,34.0,12.8
2020-10-07 15:00:00+00:00,151,0,151,124,74,36.7,12.4
2020-10-07 16:00:00+00:00,76,77,62,111,82,28.8,11.4
2020-10-07 17:00:00+00:00,3,0,3,98,90,81.5,10.3
2020-10-07 18:00:00+00:00,0,0,0,86,99,86.2,9.9
2020-10-07 19:00:00+00:00,0,0,0,74,108,89.0,10.0
2020-10-07 20:00:00+00:00,0,0,0,61,117,80.9,9.8
2020-10-07 21:00:00+00:00,0,0,0,45,124,80.2,9.9
2020-10-07 22:00:00+00:00,0,0,0,28,129,88.8,10.1
2020-10-07 23:00:00+00:00,0,0,0,9,132,93.4,10.3
2020-10-08 00:00:00+00:00,0,0,0,-11,132,88.4,10.6
2020-10-08 01:00:00+00:00,0,0,0,-31,129,82.0,11.4
2020-10-08 02:00:00+00:00,0,0,0,-48,123,88.4,12.9
2020-10-08 03:00:00+00:00,0,0,0,-63,116,89.2,13.7
2020-10-08 04:00:00+00:00,0,0,0,-76,107,88.4,13.7
2020-10-08 05:00:00+00:00,0,0,0,-88,98,82.7,14.0
2020-10-08 06:00:00+00:00,4,0,4,-100,89,79.9,13.8
2020-10-08 07:00:00+00:00,62,78,49,-113,81,42.9,12.3
2020-10-08 08:00:00+00:00,87,0,87,-126,73,65.7,11.1
2020-10-08 09:00:00+00:00,143,0,143,-140,66,61.3,11.0
2020-10-08 10:00:00+00:00,153,0,153,-156,62,66.1,11.4
2020-10-08 11:00:00+00:00,151,0,151,-173,59,69.6,11.8
2020-10-08 12:00:00+00:00,186,3,184,170,59,62.3,12.0
2020-10-08 13:00:00+00:00,332,255,215,153,62,25.3,12.1
2020-10-08 14:00:00+00:00,249,121,206,138,67,29.3,12.0
2020-10-08 15:00:00+00:00,230,586,68,124,74,1.1,11.6
2020-10-08 16:00:00+00:00,92,299,45,111,82,7.8,10.6
2020-10-08 17:00:00+00:00,4,0,4,99,91,43.3,9.1
2020-10-08 18:00:00+00:00,0,0,0,87,100,4.5,8.0
2020-10-08 19:00:00+00:00,0,0,0,74,109,4.3,7.5
2020-10-08 20:00:00+00:00,0,0,0,61,117,35.7,7.1
2020-10-08 21:00:00+00:00,0,0,0,46,124,9.5,6.7
2020-10-08 22:00:00+00:00,0,0,0,28,130,19.9,6.4
2020-10-08 23:00:00+00:00,0,0,0,9,132,78.7,6.3
2020-10-09 00:00:00+00:00,0,0,0,-12,132,68.4,6.5
2020-10-09 01:00:00+00:00,0,0,0,-31,129,22.8,6.6
2020-10-09 02:00:00+00:00,0,0,0,-48,123,25.1,6.6
2020-10-09 03:00:00+00:00,0,0,0,-63,116,12.9,6.4
2020-10-09 04:00:00+00:00,0,0,0,-76,108,22.6,5.9
2020-10-09 05:00:00+00:00,0,0,0,-89,99,75.5,5.9
2020-10-09 06:00:00+00:00,4,0,4,-101,90,73.3,6.4
2020-10-09 07:00:00+00:00,55,0,55,-113,81,46.5,7.4
2020-10-09 08:00:00+00:00,70,0,70,-126,73,70.4,8.9
2020-10-09 09:00:00+00:00,226,122,173,-140,67,38.1,10.1
2020-10-09 10:00:00+00:00,335,249,221,-156,62,23.6,10.4
2020-10-09 11:00:00+00:00,275,48,251,-173,60,43.6,10.5
2020-10-09 12:00:00+00:00,265,0,265,170,60,45.6,10.2
2020-10-09 13:00:00+00:00,310,187,226,153,63,29.3,10.0
2020-10-09 14:00:00+00:00,260,267,164,138,68,23.9,9.9
2020-10-09 15:00:00+00:00,157,127,124,124,74,29.7,9.3
2020-10-09 16:00:00+00:00,86,282,43,111,82,7.0,8.2
2020-10-09 17:00:00+00:00,4,2,4,99,91,20.3,6.9
2020-10-09 18:00:00+00:00,0,0,0,87,100,0.3,6.0
2020-10-09 19:00:00+00:00,0,0,0,74,109,28.3,5.6
2020-10-09 20:00:00+00:00,0,0,0,61,117,0.5,5.5
2020-10-09 21:00:00+00:00,0,0,0,46,125,7.9,5.6
2020-10-09 22:00:00+00:00,0,0,0,28,130,10.3,5.6
2020-10-09 23:00:00+00:00,0,0,0,9,133,2.3,5.5
2020-10-10 00:00:00+00:00,0,0,0,-12,133,10.8,5.3
2020-10-10 01:00:00+00:00,0,0,0,-31,129,1.8,5.7
2020-10-10 02:00:00+00:00,0,0,0,-48,124,15.6,6.2
2020-10-10 03:00:00+00:00,0,0,0,-63,116,52.9,6.8
2020-10-10 04:00:00+00:00,0,0,0,-77,108,56.8,7.3
2020-10-10 05:00:00+00:00,0,0,0,-89,99,46.1,7.4
2020-10-10 06:00:00+00:00,4,0,4,-101,90,60.0,7.6
2020-10-10 07:00:00+00:00,49,0,49,-113,81,52.5,8.1
2020-10-10 08:00:00+00:00,54,0,54,-126,74,76.0,8.5
2020-10-10 09:00:00+00:00,96,0,96,-140,67,71.5,9.2
2020-10-10 10:00:00+00:00,127,0,127,-156,62,70.8,10.1
2020-10-10 11:00:00+00:00,198,0,198,-173,60,58.1,11.2
2020-10-10 12:00:00+00:00,153,0,153,170,60,67.3,12.0
2020-10-10 13:00:00+00:00,169,0,169,153,63,59.6,12.1
2020-10-10 14:00:00+00:00,188,133,137,138,68,42.5,11.8
2020-10-10 15:00:00+00:00,121,29,112,124,75,43.2,11.2
2020-10-10 16:00:00+00:00,46,0,46,111,83,40.4,10.2
2020-10-10 17:00:00+00:00,2,0,2,99,92,45.6,9.0
2020-10-10 18:00:00+00:00,0,0,0,87,101,42.8,8.2
2020-10-10 19:00:00+00:00,0,0,0,75,109,40.4,7.8
2020-10-10 20:00:00+00:00,0,0,0,61,118,40.0,7.8
2020-10-10 21:00:00+00:00,0,0,0,46,125,3.9,7.7
2020-10-10 22:00:00+00:00,0,0,0,28,130,14.7,7.4
2020-10-10 23:00:00+00:00,0,0,0,9,133,1.7,7.1
2020-10-11 00:00:00+00:00,0,0,0,-12,133,1.1,6.9
2020-10-11 01:00:00+00:00,0,0,0,-31,130,4.9,6.7
2020-10-11 02:00:00+00:00,0,0,0,-49,124,5.0,6.4
2020-10-11 03:00:00+00:00,0,0,0,-64,117,8.6,6.2
2020-10-11 04:00:00+00:00,0,0,0,-77,108,12.4,6.0
2020-10-11 05:00:00+00:00,0,0,0,-89,99,17.9,5.8
2020-10-11 06:00:00+00:00,10,52,5,-101,90,17.8,5.7
2020-10-11 07:00:00+00:00,109,477,35,-113,82,0.0,6.6
2020-10-11 08:00:00+00:00,242,681,52,-126,74,0.0,8.3
2020-10-11 09:00:00+00:00,360,778,60,-141,67,0.0,9.8
2020-10-11 10:00:00+00:00,435,772,82,-156,63,2.2,10.9
2020-10-11 11:00:00+00:00,229,42,208,-173,60,53.0,11.6
2020-10-11 12:00:00+00:00,355,199,258,170,61,26.6,12.0
2020-10-11 13:00:00+00:00,274,60,246,153,63,37.2,12.1
2020-10-11 14:00:00+00:00,233,177,172,138,68,31.2,11.9
2020-10-11 15:00:00+00:00,215,609,59,124,75,2.3,11.2
2020-10-11 16:00:00+00:00,85,409,29,111,83,4.3,9.7
2020-10-11 17:00:00+00:00,2,0,2,99,92,73.4,8.0
2020-10-11 18:00:00+00:00,0,0,0,87,101,76.1,7.0
2020-10-11 19:00:00+00:00,0,0,0,75,110,73.0,6.5
2020-10-11 20:00:00+00:00,0,0,0,61,118,57.6,6.3
2020-10-11 21:00:00+00:00,0,0,0,46,125,28.4,6.2
2020-10-11 22:00:00+00:00,0,0,0,28,131,56.2,6.1
2020-10-11 23:00:00+00:00,0,0,0,9,134,64.7,6.4
2020-10-12 00:00:00+00:00,0,0,0,-12,133,67.9,6.8
2020-10-12 01:00:00+00:00,0,0,0,-32,130,61.3,6.9
2020-10-12 02:00:00+00:00,0,0,0,-49,124,89.7,6.9
2020-10-12 03:00:00+00:00,0,0,0,-64,117,96.5,6.8
2020-10-12 04:00:00+00:00,0,0,0,-77,108,94.4,6.7
2020-10-12 05:00:00+00:00,0,0,0,-89,99,91.7,6.9
2020-10-12 06:00:00+00:00,2,0,2,-101,90,80.2,7.2
2020-10-12 07:00:00+00:00,44,0,44,-114,82,54.0,7.5
2020-10-12 08:00:00+00:00,84,0,84,-127,74,61.4,7.9
2020-10-12 09:00:00+00:00,102,0,102,-141,68,69.5,8.0
2020-10-12 10:00:00+00:00,172,0,172,-156,63,59.2,7.9
2020-10-12 11:00:00+00:00,111,0,111,-173,61,75.8,8.1
2020-10-12 12:00:00+00:00,91,0,91,170,61,79.7,8.4
2020-10-12 13:00:00+00:00,108,0,108,153,64,72.8,8.7
2020-10-12 14:00:00+00:00,112,0,112,138,69,63.9,9.1
2020-10-12 15:00:00+00:00,100,0,100,124,76,47.8,10.1
2020-10-12 16:00:00+00:00,58,92,47,111,84,14.0,10.1
2020-10-12 17:00:00+00:00,2,1,2,99,92,5.1,8.9
2020-10-12 18:00:00+00:00,0,0,0,87,101,15.6,7.7
2020-10-12 19:00:00+00:00,0,0,0,75,110,22.1,7.0
2020-10-12 20:00:00+00:00,0,0,0,61,118,13.1,6.7
2020-10-12 21:00:00+00:00,0,0,0,46,126,4.9,6.6
2020-10-12 22:00:00+00:00,0,0,0,28,131,3.5,6.5
2020-10-12 23:00:00+00:00,0,0,0,8,134,0.0,6.2
2020-10-13 00:00:00+00:00,0,0,0,-12,134,0.0,5.8
2020-10-13 01:00:00+00:00,0,0,0,-32,130,10.3,5.7
2020-10-13 02:00:00+00:00,0,0,0,-49,125,36.6,5.9
2020-10-13 03:00:00+00:00,0,0,0,-64,117,34.1,5.9
2020-10-13 04:00:00+00:00,0,0,0,-77,109,44.5,5.6
2020-10-13 05:00:00+00:00,0,0,0,-90,100,31.2,5.1
2020-10-13 06:00:00+00:00,5,4,5,-102,91,40.4,4.8
2020-10-13 07:00:00+00:00,41,0,41,-114,82,54.1,5.6
2020-10-13 08:00:00+00:00,157,90,128,-127,74,33.5,7.2
2020-10-13 09:00:00+00:00,342,713,74,-141,68,1.0,8.7
2020-10-13 10:00:00+00:00,402,687,96,-156,63,5.2,9.2
2020-10-13 11:00:00+00:00,97,1,96,-173,61,78.9,8.5
2020-10-13 12:00:00+00:00,112,0,112,170,61,75.4,8.0
2020-10-13 13:00:00+00:00,117,0,117,154,64,71.0,8.0
2020-10-13 14:00:00+00:00,111,0,111,138,69,64.2,8.5
2020-10-13 15:00:00+00:00,105,0,105,124,76,43.8,9.6
2020-10-13 16:00:00+00:00,51,68,44,112,84,29.2,10.0
2020-10-13 17:00:00+00:00,0,0,0,100,93,61.3,9.3
2020-10-13 18:00:00+00:00,0,0,0,88,102,67.8,8.5
2020-10-13 19:00:00+00:00,0,0,0,75,110,25.9,8.1
2020-10-13 20:00:00+00:00,0,0,0,62,119,16.7,7.6
2020-10-13 21:00:00+00:00,0,0,0,46,126,47.9,7.3
2020-10-13 22:00:00+00:00,0,0,0,28,132,45.1,7.8
2020-10-13 23:00:00+00:00,0,0,0,8,134,15.5,8.4
2020-10-14 00:00:00+00:00,0,0,0,-12,134,2.3,7.9
2020-10-14 01:00:00+00:00,0,0,0,-32,131,0.8,7.3
2020-10-14 02:00:00+00:00,0,0,0,-49,125,41.1,7.0
2020-10-14 03:00:00+00:00,0,0,0,-64,117,60.6,7.0
2020-10-14 04:00:00+00:00,0,0,0,-78,109,67.6,7.1
2020-10-14 05:00:00+00:00,0,0,0,-90,100,52.5,7.2
2020-10-14 06:00:00+00:00,6,18,4,-102,91,11.6,7.3
2020-10-14 07:00:00+00:00,87,278,42,-114,82,6.6,7.9
2020-10-14 08:00:00+00:00,204,530,67,-127,75,5.7,9.5
2020-10-14 09:00:00+00:00,229,130,183,-141,68,31.7,11.0
2020-10-14 10:00:00+00:00,321,280,197,-157,64,23.0,12.0
2020-10-14 11:00:00+00:00,131,0,131,-173,61,71.3,12.6
2020-10-14 12:00:00+00:00,213,0,213,170,62,52.2,13.0
2020-10-14 13:00:00+00:00,216,0,216,154,64,45.4,13.0
2020-10-14 14:00:00+00:00,130,0,130,138,70,58.0,12.8
2020-10-14 15:00:00+00:00,106,11,104,125,76,42.9,12.1
2020-10-14 16:00:00+00:00,50,81,41,112,84,32.4,10.8
2020-10-14 17:00:00+00:00,0,0,0,100,93,75.9,9.4
2020-10-14 18:00:00+00:00,0,0,0,88,102,65.6,8.4
2020-10-14 19:00:00+00:00,0,0,0,75,111,45.7,7.8
2020-10-14 20:00:00+00:00,0,0,0,62,119,39.5,7.1
2020-10-14 21:00:00+00:00,0,0,0,46,126,40.9,6.5
2020-10-14 22:00:00+00:00,0,0,0,28,132,58.5,6.1
2020-10-14 23:00:00+00:00,0,0,0,8,135,48.6,5.7
2020-10-15 00:00:00+00:00,0,0,0,-13,134,6.3,5.5
2020-10-15 01:00:00+00:00,0,0,0,-32,131,0.3,5.3
2020-10-15 02:00:00+00:00,0,0,0,-50,125,2.6,5.1
2020-10-15 03:00:00+00:00,0,0,0,-65,118,0.4,4.9
2020-10-15 04:00:00+00:00,0,0,0,-78,109,0.0,4.7
2020-10-15 05:00:00+00:00,0,0,0,-90,100,0.0,4.6
2020-10-15 06:00:00+00:00,6,27,3,-102,91,0.0,4.6
2020-10-15 07:00:00+00:00,94,449,31,-114,83,0.0,5.4
2020-10-15 08:00:00+00:00,226,681,49,-127,75,0.0,7.1
2020-10-15 09:00:00+00:00,340,759,64,-141,69,0.5,8.9
2020-10-15 10:00:00+00:00,294,180,218,-157,64,30.4,10.1
2020-10-15 11:00:00+00:00,187,39,168,-173,62,59.7,10.8
2020-10-15 12:00:00+00:00,277,107,227,170,62,39.6,11.2
2020-10-15 13:00:00+00:00,189,0,189,154,65,53.0,11.2
2020-10-15 14:00:00+00:00,170,0,170,139,70,45.7,10.9
2020-10-15 15:00:00+00:00,151,232,99,125,77,20.6,10.5
2020-10-15 16:00:00+00:00,61,249,30,112,85,9.1,9.5
2020-10-15 17:00:00+00:00,0,0,0,100,93,53.8,8.5
2020-10-15 18:00:00+00:00,0,0,0,88,102,35.7,7.9
2020-10-15 19:00:00+00:00,0,0,0,76,111,44.9,7.2
2020-10-15 20:00:00+00:00,0,0,0,62,119,35.6,6.6
2020-10-15 21:00:00+00:00,0,0,0,46,127,11.9,6.4
2020-10-15 22:00:00+00:00,0,0,0,29,132,0.0,6.5
2020-10-15 23:00:00+00:00,0,0,0,8,135,0.0,6.1
2020-10-16 00:00:00+00:00,0,0,0,-13,135,0.0,5.6
2020-10-16 01:00:00+00:00,0,0,0,-32,131,0.0,5.2
2020-10-16 02:00:00+00:00,0,0,0,-50,126,0.0,4.8
2020-10-16 03:00:00+00:00,0,0,0,-65,118,1.3,4.9
2020-10-16 04:00:00+00:00,0,0,0,-78,109,28.0,5.7
2020-10-16 05:00:00+00:00,0,0,0,-91,100,20.1,6.5
2020-10-16 06:00:00+00:00,3,0,3,-102,92,34.3,6.7
2020-10-16 07:00:00+00:00,49,0,49,-115,83,40.2,7.0
2020-10-16 08:00:00+00:00,89,0,89,-128,75,56.6,7.7
2020-10-16 09:00:00+00:00,120,0,120,-142,69,63.8,8.3
2020-10-16 10:00:00+00:00,225,8,222,-157,64,46.0,9.4
2020-10-16 11:00:00+00:00,153,0,153,-173,62,66.4,10.6
2020-10-16 12:00:00+00:00,125,0,125,170,62,72.1,10.8
2020-10-16 13:00:00+00:00,159,0,159,154,65,59.5,10.9
2020-10-16 14:00:00+00:00,120,0,120,139,70,59.2,11.0
2020-10-16 15:00:00+00:00,131,90,114,125,77,25.4,10.7
2020-10-16 16:00:00+00:00,48,140,33,112,85,21.7,9.7
2020-10-16 17:00:00+00:00,0,0,0,100,94,48.1,8.5
2020-10-16 18:00:00+00:00,0,0,0,88,103,43.3,7.6
2020-10-16 19:00:00+00:00,0,0,0,76,111,41.3,7.1
2020-10-16 20:00:00+00:00,0,0,0,62,120,40.8,6.7
2020-10-16 21:00:00+00:00,0,0,0,47,127,41.0,6.5
2020-10-16 22:00:00+00:00,0,0,0,29,133,39.5,6.3
2020-10-16 23:00:00+00:00,0,0,0,8,136,38.9,6.2
2020-10-17 00:00:00+00:00,0,0,0,-13,135,31.7,6.1
2020-10-17 01:00:00+00:00,0,0,0,-33,132,7.0,5.9
2020-10-17 02:00:00+00:00,0,0,0,-50,126,0.0,5.7
2020-10-17 03:00:00+00:00,0,0,0,-65,118,0.0,5.5
2020-10-17 04:00:00+00:00,0,0,0,-79,110,0.0,5.4
2020-10-17 05:00:00+00:00,0,0,0,-91,101,15.2,5.3
2020-10-17 06:00:00+00:00,3,11,2,-103,92,26.8,5.2
2020-10-17 07:00:00+00:00,37,14,36,-115,83,45.1,6.1
2020-10-17 08:00:00+00:00,106,0,106,-128,76,47.5,7.5
2020-10-17 09:00:00+00:00,140,60,116,-142,69,57.8,8.3
2020-10-17 10:00:00+00:00,287,163,220,-157,65,28.2,9.0
2020-10-17 11:00:00+00:00,132,0,132,-173,62,70.1,9.3
2020-10-17 12:00:00+00:00,131,0,131,170,63,70.0,9.5
2020-10-17 13:00:00+00:00,137,0,137,154,66,64.8,9.6
2020-10-17 14:00:00+00:00,120,0,120,139,71,58.5,9.7
2020-10-17 15:00:00+00:00,130,153,100,125,77,22.6,9.7
2020-10-17 16:00:00+00:00,51,198,27,112,85,5.4,9.3
2020-10-17 17:00:00+00:00,0,0,0,100,94,49.5,8.9
2020-10-17 18:00:00+00:00,0,0,0,88,103,54.1,8.8
2020-10-17 19:00:00+00:00,0,0,0,76,112,58.1,8.9
2020-10-17 20:00:00+00:00,0,0,0,62,120,47.3,8.9
2020-10-17 21:00:00+00:00,0,0,0,47,128,48.7,8.7
2020-10-17 22:00:00+00:00,0,0,0,29,133,46.9,8.6
2020-10-17 23:00:00+00:00,0,0,0,8,136,44.9,8.7
2020-10-18 00:00:00+00:00,0,0,0,-13,136,47.9,8.9
2020-10-18 01:00:00+00:00,0,0,0,-33,132,48.7,8.9
2020-10-18 02:00:00+00:00,0,0,0,-50,126,53.3,8.7
2020-10-18 03:00:00+00:00,0,0,0,-65,119,61.7,8.5
2020-10-18 04:00:00+00:00,0,0,0,-79,110,76.1,8.4
2020-10-18 05:00:00+00:00,0,0,0,-91,101,69.7,8.2
2020-10-18 06:00:00+00:00,2,0,2,-103,92,42.8,8.1
2020-10-18 07:00:00+00:00,24,0,24,-115,84,63.4,8.2
2020-10-18 08:00:00+00:00,40,0,40,-128,76,79.7,8.6
2020-10-18 09:00:00+00:00,68,0,68,-142,70,78.8,8.9
2020-10-18 10:00:00+00:00,123,0,123,-157,65,69.2,9.2
2020-10-18 11:00:00+00:00,119,0,119,-174,63,72.9,10.0
2020-10-18 12:00:00+00:00,171,0,171,170,63,60.3,10.3
2020-10-18 13:00:00+00:00,161,0,161,154,66,57.9,10.3
2020-10-18 14:00:00+00:00,133,0,133,139,71,53.4,10.4
2020-10-18 15:00:00+00:00,91,0,91,125,78,44.8,10.0
2020-10-18 16:00:00+00:00,37,77,28,112,86,36.6,9.1
2020-10-18 17:00:00+00:00,0,0,0,100,94,69.9,8.6
2020-10-18 18:00:00+00:00,0,0,0,89,103,68.8,8.9
2020-10-18 19:00:00+00:00,0,0,0,76,112,45.2,8.9
2020-10-18 20:00:00+00:00,0,0,0,63,120,65.2,8.9
2020-10-18 21:00:00+00:00,0,0,0,47,128,44.5,8.8
2020-10-18 22:00:00+00:00,0,0,0,29,133,38.7,8.3
2020-10-18 23:00:00+00:00,0,0,0,8,136,37.2,7.4
2020-10-19 00:00:00+00:00,0,0,0,-13,136,6.6,6.9
2020-10-19 01:00:00+00:00,0,0,0,-33,132,28.0,6.6
2020-10-19 02:00:00+00:00,0,0,0,-51,126,56.5,6.8
2020-10-19 03:00:00+00:00,0,0,0,-66,119,75.2,7.0
2020-10-19 04:00:00+00:00,0,0,0,-79,110,88.4,6.9
2020-10-19 05:00:00+00:00,0,0,0,-91,101,92.2,6.8
2020-10-19 06:00:00+00:00,0,0,0,-103,92,84.5,7.0
2020-10-19 07:00:00+00:00,27,0,27,-115,84,57.9,7.6
2020-10-19 08:00:00+00:00,80,0,80,-128,76,54.5,8.7
2020-10-19 09:00:00+00:00,140,0,140,-142,70,49.1,9.8
2020-10-19 10:00:00+00:00,119,0,119,-157,65,66.6,10.8
2020-10-19 11:00:00+00:00,171,0,171,-174,63,57.5,11.4
2020-10-19 12:00:00+00:00,201,0,201,170,63,49.7,11.8
2020-10-19 13:00:00+00:00,154,0,154,154,66,56.7,12.1
2020-10-19 14:00:00+00:00,121,0,121,139,71,54.8,12.2
2020-10-19 15:00:00+00:00,94,0,94,125,78,38.1,11.8
2020-10-19 16:00:00+00:00,26,3,25,113,86,59.2,11.1
2020-10-19 17:00:00+00:00,0,0,0,101,94,94.8,10.5
2020-10-19 18:00:00+00:00,0,0,0,89,103,95.4,10.2
2020-10-19 19:00:00+00:00,0,0,0,76,112,96.6,10.2
2020-10-19 20:00:00+00:00,0,0,0,63,121,96.1,10.1
2020-10-19 21:00:00+00:00,0,0,0,47,128,93.0,9.8
2020-10-19 22:00:00+00:00,0,0,0,29,134,97.0,9.8
2020-10-19 23:00:00+00:00,0,0,0,8,137,96.7,10.1
2020-10-20 00:00:00+00:00,0,0,0,-13,136,91.7,10.3
2020-10-20 01:00:00+00:00,0,0,0,-33,133,97.0,10.3
2020-10-20 02:00:00+00:00,0,0,0,-51,127,96.5,10.3
2020-10-20 03:00:00+00:00,0,0,0,-66,119,95.0,11.1
2020-10-20 04:00:00+00:00,0,0,0,-79,110,63.5,12.2
2020-10-20 05:00:00+00:00,0,0,0,-92,102,70.2,12.7
2020-10-20 06:00:00+00:00,1,0,1,-103,93,78.8,12.4
2020-10-20 07:00:00+00:00,45,29,40,-116,84,33.9,12.4
2020-10-20 08:00:00+00:00,103,42,96,-128,77,43.0,13.1
2020-10-20 09:00:00+00:00,124,19,118,-142,70,58.1,14.3
2020-10-20 10:00:00+00:00,277,191,198,-158,66,28.2,15.1
2020-10-20 11:00:00+00:00,165,7,163,-174,64,60.7,15.4
2020-10-20 12:00:00+00:00,129,0,129,170,64,68.8,15.0
2020-10-20 13:00:00+00:00,161,164,97,154,67,55.8,15.1
2020-10-20 14:00:00+00:00,232,313,127,139,72,16.7,15.4
2020-10-20 15:00:00+00:00,121,164,84,125,78,23.5,14.7
2020-10-20 16:00:00+00:00,30,31,26,113,86,37.9,13.5
2020-10-20 17:00:00+00:00,0,0,0,101,95,51.1,12.5
2020-10-20 18:00:00+00:00,0,0,0,89,104,74.2,12.1
2020-10-20 19:00:00+00:00,0,0,0,77,113,69.2,12.1
2020-10-20 20:00:00+00:00,0,0,0,63,121,67.1,12.5
2020-10-20 21:00:00+00:00,0,0,0,47,129,96.2,12.9
2020-10-20 22:00:00+00:00,0,0,0,29,134,97.0,13.0
2020-10-20 23:00:00+00:00,0,0,0,8,137,96.6,12.7
